QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote
USAP.102917N.R54A,Somewhat likely,36,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54A,Not too likely,9,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54A,Not at all likely,6,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54A,Don't know,1,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54A,Refused,1,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Extremely likely,22,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Very likely,34,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Somewhat likely,36,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Not too likely,7,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Not at all likely,1,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Don't know,*,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54D,Refused,1,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...A significant number of workers have lost their jobs",* = less than .5%.,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Extremely likely,18,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Very likely,39,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Somewhat likely,33,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Not too likely,6,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Not at all likely,2,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Don't know,1,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54E,Refused,1,"(How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely)...More jobs require advanced education or training",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Extremely confident,19,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Very confident,22,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Moderately confident,27,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Not very confident,23,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Not confident at all,7,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Don't know,1,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R60,Refused,1,"If you or your work colleagues lost their jobs because of automation, how confident are you that affordable training would be available in your area to prepare you for new kinds of work?...Extremely confident, very confident, moderately confident, not very confident, not confident at all",,Asked of those employed full- or part-time (58%),10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
